,OPEID,INSTNM,CITY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,region,ADM_RATE,UGDS,CURROPER,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTFLOAN,UG25abv,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,DEBT_MDN,Year,NetPrice,Cost,PREDDEG_N,Governance,EnrollmentBins,TuitionBins,ExpenditureBins,Complete,RetentionFT,RetentionPT
2380,Other,national beauty college,Denver,2,0,0,3,7.0,,878.0,False,8550.5,2898.0,,0.2157,,0.5376,0.450096899225,0.269430051813,0.0,11311.0,2012,11880.0,15879.0,Not classified,Private for-profit,,,,0.728,0.706,
5369,Other,national beauty college,Canton,1,1,1,3,3.0,,78.0,True,8794.0,6409.0,,0.42979999999999996,0.5634,0.5513,0.56462585034,0.21094177345850001,0.0,9125.0,2013,11880.0,15879.0,Certificate,Private for-profit,small,high,high,0.6579,0.8462,
7880,Other,national beauty college,Garland,1,1,1,3,6.0,,50.0,True,4709.0,4849.0,,0.42979999999999996,0.7576,0.42,0.56462585034,0.21094177345850001,0.0,4750.0,2013,16027.0,19549.0,Certificate,Private for-profit,small,med,med,0.5833,0.4286,
8732,Other,national beauty college,Denver,1,1,1,3,7.0,,63.0,True,4329.0,2299.0,,0.42979999999999996,0.0,0.6984,0.56462585034,0.21094177345850001,0.0,4750.0,2013,4753.0,10303.0,Certificate,Private for-profit,small,med,low,0.8994,0.9390000000000001,
8814,Other,national career college,Van Nuys,1,1,1,3,8.0,,43.0,True,10261.0,2340.0,,0.42979999999999996,0.9737,0.7442,0.56462585034,0.21094177345850001,0.0,6312.0,2013,14349.0,18147.0,Certificate,Private for-profit,small,highest,low,0.9216,1.0,
7000,Other,national career education,Rancho Cordova,3,1,1,3,8.0,,51.0,True,15664.0,3929.0,,0.42979999999999996,0.6648,0.7647,0.56462585034,0.21094177345850001,0.0,8023.0,2013,18988.0,21422.0,Certificate,Private for-profit,small,highest,med,0.6612,0.7273,
8956,Other,national career institute,East Orange,1,1,1,3,2.0,,176.0,True,6778.0,3269.0,,0.42979999999999996,0.8696,0.8125,0.56462585034,0.21094177345850001,0.0,9500.0,2013,21649.0,27250.0,Certificate,Private for-profit,medium,high,med,0.1563,0.6364,
5553,Other,national college of natural medicine,Portland,1,4,4,2,8.0,,438.0,True,25462.0,11041.0,4628.0,0.3542,,0.8125,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
9608,Other,national college-canton,Canton,6,0,0,3,3.0,,89.0,True,3920.0,7800.0,3293.0,0.2157,0.9231,0.6742,0.450096899225,0.269430051813,0.007191892775,14000.0,2013,20605.0,23997.0,Not classified,Private for-profit,small,med,high,0.728,0.0,
8676,Other,national college-cincinnati,Cincinnati,6,2,2,3,3.0,,137.0,True,9712.0,10002.0,3750.0,0.25675000000000003,0.8358,0.8029,0.339111592633,0.328495034377,0.010035842294,14000.0,2013,20158.0,26668.0,Associates,Private for-profit,small,high,highest,0.25,0.2,
8897,Other,national college-columbus,Columbus,6,2,2,3,3.0,,99.0,True,8254.0,6827.0,5561.0,0.25675000000000003,0.8396,0.7677,0.339111592633,0.328495034377,0.010035842294,14000.0,2013,20713.0,25666.0,Associates,Private for-profit,small,high,high,0.0,0.4444,0.6667
8674,Other,national college-dayton,Kettering,6,2,2,3,3.0,,165.0,True,8732.0,6283.0,3798.0,0.25675000000000003,0.7188,0.7904,0.339111592633,0.328495034377,0.010035842294,14000.0,2013,20040.0,26668.0,Associates,Private for-profit,medium,high,high,0.3333,0.6,0.6667
3837,Other,national college-lexington,Lexington,1,2,3,3,5.0,,1275.0,True,6384.0,5156.0,3321.0,0.25675000000000003,0.7535,0.7356,0.339111592633,0.328495034377,0.010035842294,14777.0,2013,19177.0,24722.0,Associates,Private for-profit,large,high,med,0.3585,0.6271,
7191,Other,national college-nashville,Nashville,3,2,2,3,5.0,,704.0,True,6198.0,4501.0,3174.0,0.25675000000000003,0.8199,0.7141,0.339111592633,0.328495034377,0.010035842294,13567.5,2013,20258.0,25797.0,Associates,Private for-profit,large,high,med,0.3846,0.3333,0.0
1549,Other,national college-stow,Stow,3,2,2,3,3.0,,204.0,False,6956.0,5669.0,3719.0,0.1333,0.7832,0.7549,0.339111592633,0.28602383532,0.010035842294,18500.0,2011,17354.0,23783.0,Associates,Private for-profit,medium,high,med,0.2,0.6667,
2216,Other,national college-stow,Stow,3,2,2,3,3.0,,134.0,False,8117.0,6995.0,3635.0,0.1333,0.6912,0.7549,0.327611940299,0.30671641791,0.009701492537,15834.0,2012,15717.0,21437.0,Associates,Private for-profit,small,high,high,0.36,0.1818,0.5
8677,Other,national college-stow,Stow,3,2,2,3,3.0,,82.0,False,10111.0,7101.0,3572.0,0.1333,0.597,0.7073,0.327611940299,0.30671641791,0.009701492537,13567.5,2013,19346.0,23304.0,Associates,Private for-profit,small,highest,high,0.5556,0.6667,0.0
8675,Other,national college-youngstown,Youngstown,6,2,2,3,3.0,,129.0,True,9331.0,5760.0,4048.0,0.25675000000000003,0.8281,0.6923,0.339111592633,0.328495034377,0.010035842294,14000.0,2013,18904.0,24819.0,Associates,Private for-profit,small,high,med,0.6154,0.2308,0.0
3117,Other,national conservatory of dramatic arts,Washington,1,1,1,2,2.0,0.75,37.0,True,6778.0,1267.0,,0.62,0.6111,0.3243,0.604933726068,0.0484097515695,0.0,9500.0,2013,11756.0,12848.0,Certificate,Private nonprofit,small,high,low,1.0,0.6667,
7951,Other,national graduate school of quality management,Falmouth,1,3,4,2,1.0,,33.0,True,10860.0,2397.0,,0.6787,0.1529,1.0,0.3835605580215,0.193277310924,0.0234227067485,18750.0,2013,20391.0,36240.0,Bachelor,Private nonprofit,small,highest,low,0.54155,0.7528,
2840,Other,national holistic institute,Emeryville,1,1,1,3,8.0,,764.0,True,23734.0,14431.0,,0.42979999999999996,0.792,0.6322,0.56462585034,0.21094177345850001,0.0,9468.0,2013,23829.0,27567.0,Certificate,Private for-profit,large,highest,highest,0.7484,0.8214,
7355,Other,national institute of massotherapy,Akron,1,2,2,3,3.0,,54.0,True,5469.0,1812.0,2023.0,0.25675000000000003,0.7059,0.6429,0.339111592633,0.328495034377,0.010035842294,6334.0,2013,13048.0,16258.0,Associates,Private for-profit,small,med,low,0.5778,0.7143,1.0
3557,Other,national latino education institute,Chicago,1,1,1,2,3.0,0.5455,64.0,True,2174.0,6810.0,,0.62,0.336,0.5,0.604933726068,0.0484097515695,0.0,2737.5,2013,12154.0,16390.0,Certificate,Private nonprofit,small,low,high,0.7015,0.7692,
3517,Other,national louis university,Chicago,1,3,4,2,3.0,0.9881,1393.0,True,13963.0,5779.0,6104.0,0.8765,0.6637,0.7898,0.3835605580215,0.193277310924,0.0234227067485,16378.0,2013,19668.0,30180.0,Bachelor,Private nonprofit,large,highest,med,0.4286,0.7222,0.5714
8374,Other,national massage therapy institute,Philadelphia,1,1,2,3,2.0,,599.0,True,11861.0,3488.0,2961.0,0.3617,0.8375,0.611,0.56462585034,0.21094177345850001,0.0,9290.0,2013,21985.0,26167.0,Certificate,Private for-profit,large,highest,med,0.6302,0.6448,
9211,Other,national paralegal college,Phoenix,1,2,3,3,6.0,,1089.0,True,6917.0,1654.0,6993.0,0.1707,0.5636,0.8889,0.339111592633,0.328495034377,0.010035842294,9205.0,2013,14652.0,18603.0,Associates,Private for-profit,large,high,low,0.4815,0.75,
2555,Other,national park community college,Hot Springs,1,2,2,1,5.0,,2445.0,True,1641.0,5763.0,4629.0,0.9806,0.3935,0.4254,0.115118956255,0.289032258065,0.037419354839,10500.0,2013,8691.0,13836.0,Associates,Public,xl,low,med,0.1974,0.4866,0.3258
10191,Other,national personal training institute of cleveland,Richmond Heights,2,0,0,3,3.0,,80.0,True,8550.5,2898.0,,0.2157,,0.4254,0.450096899225,0.269430051813,0.007191892775,3667.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.728,0.706,
9309,Other,national personal training institute of colorado,Lakewood,2,1,1,3,7.0,,115.0,True,7698.0,2460.0,,0.42979999999999996,0.5547,0.6174,0.56462585034,0.21094177345850001,0.0,6333.0,2013,13325.0,19438.0,Certificate,Private for-profit,small,high,low,0.7345,0.7273,
9310,Other,national personal training institute of colorado,Colorado Springs,2,1,1,3,7.0,,78.0,True,5470.0,3155.0,,0.42979999999999996,0.3636,0.6282,0.56462585034,0.21094177345850001,0.0,6333.0,2013,15409.0,18677.0,Certificate,Private for-profit,small,med,med,0.78,0.7273,
9685,Other,national personal training institute of columbus,Columbus,2,1,1,3,3.0,,75.0,True,8621.0,4651.0,,0.42979999999999996,0.0909,0.32,0.56462585034,0.21094177345850001,0.0,3667.0,2013,15310.0,19916.0,Certificate,Private for-profit,small,high,med,0.6563,0.7273,
8346,Other,national polytechnic college,Commerce,1,1,1,3,8.0,,234.0,True,7551.0,2143.0,,0.42979999999999996,0.595,0.3718,0.56462585034,0.21094177345850001,0.0,9498.0,2013,7955.0,12628.0,Certificate,Private for-profit,medium,high,low,0.7171,0.6957,
7040,Other,national tractor trailer school inc-buffalo,Buffalo,2,1,1,3,2.0,,89.0,True,11173.0,3558.0,,0.42979999999999996,0.5897,0.7303,0.56462585034,0.21094177345850001,0.0,6365.0,2013,13832.0,17055.0,Certificate,Private for-profit,small,highest,med,0.8,0.7273,
6944,Other,national tractor trailer school inc-liverpool,Liverpool,2,1,1,3,2.0,,179.0,True,16967.0,5403.0,,0.42979999999999996,0.6929,0.8603,0.56462585034,0.21094177345850001,0.0,6365.0,2013,13600.0,17655.0,Certificate,Private for-profit,medium,highest,med,0.8107,0.7273,
2841,Other,national university,La Jolla,1,3,4,2,8.0,,9788.0,True,8423.0,3063.0,9703.0,0.2572,0.3903,0.7646,0.3835605580215,0.193277310924,0.0234227067485,14094.0,2013,22000.0,23859.0,Bachelor,Private nonprofit,xl,high,med,0.3125,0.7662,0.1931
6683,Other,national university college-arecibo,Arecibo,5,2,3,3,9.0,0.7589,1646.0,True,493.0,1398.0,2595.0,0.3636,0.5347,0.3709,0.339111592633,0.328495034377,0.010035842294,5500.0,2013,8483.0,13413.0,Associates,Private for-profit,large,low,low,0.1955,0.6226,0.0
6682,Other,national university college-bayamon,Bayamon,5,2,4,3,9.0,0.9022,4993.0,True,370.0,1051.0,2674.0,0.2333,0.37200000000000005,0.5464,0.339111592633,0.328495034377,0.010035842294,5500.0,2013,10106.0,14610.0,Associates,Private for-profit,xl,low,low,0.2058,0.3346,0.2414
9363,Other,national university college-caguas,Caguas,5,0,0,3,9.0,0.8427,920.0,True,329.0,935.0,3021.0,0.0299,0.4512,0.46299999999999997,0.450096899225,0.269430051813,0.007191892775,5500.0,2013,9912.0,14330.0,Not classified,Private for-profit,large,low,low,0.728,0.4674,0.1905
9018,Other,national university college-ponce,Ponce,5,3,3,3,9.0,0.8379,1117.0,True,444.0,1259.0,2555.0,0.1519,0.6798,0.3953,0.201995114963,0.44749759271,0.055200729927,5500.0,2013,8838.0,13853.0,Bachelor,Private for-profit,large,low,low,0.207,0.7,0.2105
8097,Other,national university college-rio grande,Rio Grande,5,3,3,3,9.0,0.835,1868.0,True,444.0,1259.0,2493.0,0.16,0.4458,0.4757,0.201995114963,0.44749759271,0.055200729927,5500.0,2013,9159.0,14101.0,Bachelor,Private for-profit,large,low,low,0.2154,0.7213,0.2321
3518,Other,national university of health sciences,Lombard,1,3,4,2,3.0,,87.0,True,16157.0,7918.0,5143.0,0.975,0.46399999999999997,0.6942,0.3835605580215,0.193277310924,0.0234227067485,9500.0,2013,20391.0,36240.0,Bachelor,Private nonprofit,small,highest,high,0.54155,0.7528,
7261,Other,nationwide beauty academy,Columbus,1,1,1,3,3.0,,57.0,True,18098.0,5315.0,,0.42979999999999996,0.7143,0.4211,0.56462585034,0.21094177345850001,0.0,6500.0,2013,15228.0,18338.0,Certificate,Private for-profit,small,highest,med,0.8182,0.8421,
3066,Other,naugatuck valley community college,Waterbury,1,2,2,1,1.0,,6627.0,True,2982.0,6587.0,8096.0,0.2706,0.0628,0.363,0.115118956255,0.289032258065,0.037419354839,4200.0,2013,6145.0,10754.0,Associates,Public,xl,med,high,0.1195,0.6018,0.4215
4744,Other,navajo technical university,Crownpoint,1,1,3,1,6.0,,1654.0,True,657.0,4389.0,4379.0,0.4775,0.0,0.4898,0.0996921939175,0.033107377935,0.0,6917.75,2013,4149.0,9178.0,Certificate,Public,large,low,med,0.4328,0.4444,
6184,Other,navarro college,Corsicana,1,2,2,1,6.0,,10256.0,True,1842.0,3025.0,6044.0,0.3598,0.3907,0.2783,0.115118956255,0.289032258065,0.037419354839,8883.0,2013,8957.0,13668.0,Associates,Public,xl,low,med,0.1573,0.5004,0.3862
3018,Other,nazarene bible college,Colorado Springs,1,3,3,2,7.0,,889.0,True,9343.0,3888.0,5144.0,1.0,0.4958,0.7345,0.3835605580215,0.193277310924,0.0234227067485,12322.5,2013,25950.0,25950.0,Bachelor,Private nonprofit,large,high,med,0.25,0.0,0.4444
4499,Other,nazarene theological seminary,Kansas City,1,4,4,2,4.0,,176.0,True,6100.0,9161.0,5672.0,0.5,,0.7345,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,high,high,0.529,0.9271,
4944,Other,nazareth college,Rochester,1,3,4,2,2.0,0.6839,1995.0,True,18654.0,11154.0,7831.0,0.4491,0.7771,0.0693,0.3835605580215,0.193277310924,0.0234227067485,22125.0,2013,25936.0,41298.0,Bachelor,Private nonprofit,large,highest,highest,0.6798,0.7859999999999999,
9567,Other,ncp college of nursing-hayward,Hayward,2,1,1,3,8.0,,88.0,True,14627.0,4178.0,,0.42979999999999996,0.6567,0.5795,0.56462585034,0.21094177345850001,0.0,15915.0,2013,15310.0,19916.0,Certificate,Private for-profit,small,highest,med,0.6563,0.7273,
9526,Other,ncp college of nursing-south san francisco,South San Francisco,2,1,1,3,8.0,,73.0,True,14242.0,6801.0,,0.42979999999999996,0.544,0.6712,0.56462585034,0.21094177345850001,0.0,15915.0,2013,15310.0,19916.0,Certificate,Private for-profit,small,highest,high,0.6563,0.7273,
4588,Other,nebraska christian college,Papillion,1,3,3,2,4.0,,150.0,True,9341.0,6283.0,5121.0,0.4615,0.8248,0.12,0.3835605580215,0.193277310924,0.0234227067485,11000.0,2013,16356.0,22658.0,Bachelor,Private nonprofit,small,high,high,0.2444,0.5714,
4601,Other,nebraska college of technical agriculture,Curtis,2,2,2,1,4.0,,225.0,True,2924.0,7494.0,5545.0,0.6429,0.4199,0.1033,0.115118956255,0.289032258065,0.037419354839,15799.0,2013,10898.0,15731.0,Associates,Public,medium,med,high,0.5234,0.6667,
4591,Other,nebraska indian community college,Macy,1,2,2,1,4.0,,191.0,True,5002.0,5676.0,2859.0,1.0,0.0,0.5879,0.115118956255,0.289032258065,0.037419354839,6560.25,2013,7700.0,10728.0,Associates,Public,medium,med,med,0.1304,0.4286,0.1579
4584,Other,nebraska methodist college of nursing & allied health,Omaha,1,3,4,2,4.0,0.3333,740.0,True,13052.0,9227.0,5994.0,0.8226,0.7859999999999999,0.3679,0.3835605580215,0.193277310924,0.0234227067485,22683.5,2013,17996.0,23987.0,Bachelor,Private nonprofit,large,highest,high,0.68,0.7857,
4593,Other,nebraska wesleyan university,Lincoln,1,3,4,2,4.0,0.7689,1892.0,True,12109.0,6896.0,6285.0,0.4538,0.6626,0.2164,0.3835605580215,0.193277310924,0.0234227067485,19500.0,2013,22204.0,36429.0,Bachelor,Private nonprofit,large,highest,high,0.6849,0.7753,
4945,Other,neighborhood playhouse school of the theater,New York,1,1,1,2,2.0,,87.0,True,16095.0,8532.0,,0.62,0.2353,0.3563,0.604933726068,0.0484097515695,0.0,9500.0,2013,8338.0,12038.0,Certificate,Private nonprofit,small,highest,high,0.3929,1.0,
6185,Other,neilson beauty college,Dallas,1,1,1,3,6.0,,51.0,True,5694.0,1439.0,,0.42979999999999996,0.0,0.4902,0.56462585034,0.21094177345850001,0.0,9500.0,2013,3632.0,9732.0,Certificate,Private for-profit,small,med,low,0.8065,0.8,
4500,Other,neosho beauty college,Neosho,1,1,1,3,4.0,,44.0,True,5484.0,1652.0,,0.42979999999999996,0.8026,0.25,0.56462585034,0.21094177345850001,0.0,7833.0,2013,8959.0,12718.0,Certificate,Private for-profit,small,med,low,0.5556,0.7692,
3788,Other,neosho county community college,Chanute,1,1,2,1,4.0,,1434.0,True,2280.0,4021.0,4578.0,0.4096,0.2306,0.294,0.0996921939175,0.033107377935,0.0,5500.0,2013,7797.0,12587.0,Certificate,Public,large,low,med,0.2241,0.4763,0.3846
4020,Other,ner israel rabbinical college,Baltimore,1,3,4,2,2.0,0.8154,340.0,True,517.0,4553.0,5772.0,1.0,0.0,0.0882,0.3835605580215,0.193277310924,0.0234227067485,18750.0,2013,8675.0,20300.0,Bachelor,Private nonprofit,medium,low,med,0.3061,0.7941,
5739,Other,neumann university,Aston,1,3,4,2,2.0,0.5531,2462.0,True,18159.0,5192.0,6649.0,0.3755,0.8048,0.1733,0.3835605580215,0.193277310924,0.0234227067485,20000.0,2013,26156.0,37314.0,Bachelor,Private nonprofit,xl,highest,med,0.5019,0.6585,
8209,Other,neumont university,Salt Lake City,1,3,3,3,7.0,0.7997,420.0,True,15610.0,3298.0,6991.0,0.5,0.8868,0.0786,0.201995114963,0.44749759271,0.055200729927,22313.0,2013,31588.0,37379.0,Bachelor,Private for-profit,medium,highest,med,0.5431,0.8252,
7397,Other,nevada career institute,Las Vegas,2,1,1,3,8.0,1.0,272.0,True,6823.0,4266.0,,0.42979999999999996,0.8884,0.2206,0.56462585034,0.21094177345850001,0.0,8230.0,2013,20576.0,25181.0,Certificate,Private for-profit,medium,high,med,0.7692,0.8049,
7434,Other,nevada regional technical center,Nevada,1,1,1,1,4.0,,19.0,True,6846.0,6456.0,,0.475,0.9286,0.6316,0.0996921939175,0.033107377935,0.0,6917.75,2013,4493.0,11035.0,Certificate,Public,small,high,high,0.9129999999999999,1.0,
7977,Other,nevada state college,Henderson,1,3,3,1,8.0,0.5037,3076.0,True,3347.0,4910.0,7570.0,1.0,0.4025,0.5792,0.292682926829,0.1748062296655,0.056397928994,11819.5,2013,11319.0,16547.0,Bachelor,Public,xl,med,med,0.1379,0.6752,0.35
8479,Other,new age training,New York,1,1,1,3,2.0,,124.0,True,12367.0,4259.0,,0.42979999999999996,0.1,0.7177,0.56462585034,0.21094177345850001,0.0,1280.0,2013,3437.0,8550.0,Certificate,Private for-profit,small,highest,med,0.8125,0.6273,
2414,Other,new beginning college of cosmetology,Albertville,1,1,1,3,5.0,,89.0,True,1624.0,1764.0,,0.42979999999999996,0.4422,0.3933,0.56462585034,0.21094177345850001,0.0,7901.0,2013,9476.0,13482.0,Certificate,Private for-profit,small,low,low,0.7353,0.8636,
4706,Other,new brunswick theological seminary,New Brunswick,1,4,4,2,2.0,,71.0,True,8962.0,9082.0,5432.0,0.625,,0.3933,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,high,high,0.529,0.9271,
6947,Other,new castle beauty academy,New Castle,3,1,1,3,2.0,,34.0,True,5219.0,1946.0,,0.42979999999999996,0.507,0.2941,0.56462585034,0.21094177345850001,0.0,8028.0,2013,17405.0,20001.0,Certificate,Private for-profit,small,med,low,0.7838,0.7727,
5740,Other,new castle school of trades,New Castle,2,1,2,3,2.0,1.0,856.0,True,8684.0,4751.0,2913.0,0.58,0.5138,0.5199,0.56462585034,0.21094177345850001,0.0,8593.0,2013,9551.0,13487.0,Certificate,Private for-profit,large,high,med,0.6723,0.7442,
9998,Other,new castle school of trades,Pulaski,2,0,0,3,2.0,,856.0,True,8684.0,4751.0,,0.58,,0.5199,0.450096899225,0.269430051813,0.007191892775,8593.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.6723,0.7442,
6838,Other,new college of florida,Sarasota,1,3,3,1,5.0,0.6061,793.0,True,2783.0,11342.0,7952.0,0.7739,0.3738,0.0126,0.292682926829,0.1748062296655,0.056397928994,12336.0,2013,10015.0,19781.0,Bachelor,Public,large,med,highest,0.6584,0.8117,
7862,Other,new concept massage and beauty school,Miami,1,1,1,3,5.0,,39.0,True,2397.0,11378.0,,0.42979999999999996,0.76,0.9487,0.56462585034,0.21094177345850001,0.0,3500.0,2013,3482.0,8482.0,Certificate,Private for-profit,small,low,highest,0.75,0.8261,0.875
6071,Other,new concepts school of cosmetology,Cleveland,1,1,1,3,5.0,,124.0,True,3261.0,1535.0,,0.42979999999999996,0.0968,0.5081,0.56462585034,0.21094177345850001,0.0,4750.0,2013,8695.0,14245.0,Certificate,Private for-profit,small,med,low,0.5882,0.7865,1.0
9529,Other,new dimensions beauty academy inc,Parker,1,1,1,3,7.0,,46.0,True,7858.0,3200.0,,0.42979999999999996,0.5385,0.4565,0.56462585034,0.21094177345850001,0.0,6333.0,2013,14208.0,15944.0,Certificate,Private for-profit,small,high,med,0.7143,0.75,
7511,Other,new dimensions school of hair design,Joplin,1,1,1,3,4.0,,51.0,True,2608.0,209.0,,0.42979999999999996,0.3452,0.4706,0.56462585034,0.21094177345850001,0.0,6700.0,2013,9980.0,12864.0,Certificate,Private for-profit,small,med,low,0.3571,1.0,0.25
9987,Other,new england center,Brattleboro,6,0,0,2,1.0,,5743.0,True,9613.5,8790.0,,0.45,,0.4706,0.446548113087,0.270718232044,0.026904864399,16750.0,2013,11516.0,17823.0,Not classified,Private nonprofit,,,,0.6251,0.79425,
4632,Other,new england college,Henniker,1,3,4,2,1.0,0.8997,1465.0,True,11615.0,5347.0,6008.0,0.4714,0.7249,0.3545,0.3835605580215,0.193277310924,0.0234227067485,9746.0,2013,28458.0,46261.0,Bachelor,Private nonprofit,large,highest,med,0.3979,0.616,1.0
4040,Other,new england college of business and finance,Boston,1,3,4,3,1.0,,918.0,True,9813.0,2099.0,4222.0,0.1429,0.3215,0.8543,0.201995114963,0.44749759271,0.055200729927,12450.0,2013,11406.0,14275.0,Bachelor,Private for-profit,large,high,low,1.0,1.0,1.0
4135,Other,new england college of optometry,Boston,1,3,4,2,1.0,,410.0,True,35829.0,26655.0,8937.0,0.7143,,0.8543,0.3835605580215,0.193277310924,0.0234227067485,18750.0,2013,20391.0,36240.0,Bachelor,Private nonprofit,,highest,highest,0.54155,0.7528,
6319,Other,new england culinary institute,Montpelier,1,2,3,3,1.0,,425.0,True,14838.0,5275.0,4221.0,0.5938,0.6195,0.2835,0.339111592633,0.328495034377,0.010035842294,16000.0,2013,22425.0,29270.0,Associates,Private for-profit,medium,highest,med,0.4895,0.8333,
7024,Other,new england hair academy,Malden,1,1,1,3,1.0,,168.0,True,11664.0,11442.0,,0.42979999999999996,0.0,0.375,0.56462585034,0.21094177345850001,0.0,9500.0,2013,13844.0,18454.0,Certificate,Private for-profit,medium,highest,highest,0.6859999999999999,1.0,
5867,Other,new england institute of technology,East Greenwich,1,2,4,2,1.0,,2860.0,True,16959.0,8710.0,6127.0,0.3956,0.7645,0.3605,0.615909090909,0.1862495060885,0.0,14167.0,2013,26894.0,30656.0,Associates,Private nonprofit,xl,highest,high,0.511,0.587,
4136,Other,new england school of acupuncture,Newton,1,4,4,2,1.0,,410.0,True,19564.0,10051.0,5370.0,0.0492,,0.3605,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
7028,Other,new england school of communications,Bangor,1,3,3,2,1.0,0.3005,456.0,True,13220.0,7159.0,4044.0,0.3243,0.8497,0.1007,0.3835605580215,0.193277310924,0.0234227067485,25000.0,2013,20864.0,24040.0,Bachelor,Private nonprofit,medium,highest,high,0.4726,0.6822,0.0
4633,Other,new england school of hair design inc,West Lebanon,1,1,1,3,1.0,,57.0,True,435.0,7564.0,,0.42979999999999996,0.5366,0.2807,0.56462585034,0.21094177345850001,0.0,9414.0,2013,23193.0,26715.0,Certificate,Private for-profit,small,low,high,0.6,0.7593,1.0
4137,Other,new england school of law,Boston,1,4,4,2,1.0,,410.0,True,34102.0,9530.0,12343.0,0.3462,,0.2807,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,high,0.529,0.9271,
4138,Other,new england school of photography,Boston,1,1,1,3,1.0,,66.0,True,25597.0,5802.0,,0.42979999999999996,0.2469,0.3333,0.56462585034,0.21094177345850001,0.0,12000.0,2013,43898.0,45733.0,Certificate,Private for-profit,small,highest,med,0.6818,0.75,
3071,Other,new england tractor trailer training school of connecticut,Somers,2,1,1,3,1.0,,302.0,True,20506.0,5416.0,,0.42979999999999996,0.8828,0.9437,0.56462585034,0.21094177345850001,0.0,5931.0,2013,10133.0,12940.0,Certificate,Private for-profit,medium,highest,med,0.7581,0.7273,
9628,Other,new england tractor trailer training school of ct-bridgeport,Bridgeport,2,1,1,3,1.0,,259.0,True,27.0,2070.0,,0.42979999999999996,0.5954,0.7761,0.56462585034,0.21094177345850001,0.0,5931.0,2013,9107.0,11829.0,Certificate,Private for-profit,medium,low,low,0.0476,0.7273,
9369,Other,new england tractor trailer training school of massachusetts,North Andover,2,1,1,3,1.0,,219.0,True,20453.0,5520.0,,0.42979999999999996,0.9104,0.7854,0.56462585034,0.21094177345850001,0.0,6295.5,2013,9029.0,12199.0,Certificate,Private for-profit,medium,highest,med,0.7939,0.7273,
5868,Other,new england tractor trailer training school of rhode island,Pawtucket,2,1,1,3,1.0,,157.0,True,12499.0,3750.0,,0.42979999999999996,0.5528,0.879,0.56462585034,0.21094177345850001,0.0,6295.5,2013,10543.0,12754.0,Certificate,Private for-profit,medium,highest,med,0.7097,0.7273,
4635,Other,new hampshire institute for therapeutic arts,Hudson,2,1,1,3,1.0,,32.0,True,11704.0,4182.0,,0.42979999999999996,0.7381,0.6563,0.56462585034,0.21094177345850001,0.0,9500.0,2013,16742.0,19197.0,Certificate,Private for-profit,small,highest,med,0.8718,0.7273,
9972,Other,new hampshire institute for therapeutic arts,Bridgton,2,0,0,3,1.0,,32.0,True,11704.0,4182.0,,0.2157,,0.6563,0.450096899225,0.269430051813,0.007191892775,11311.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.8718,0.706,
7642,Other,new hampshire institute of art,Manchester,1,3,4,2,1.0,,470.0,True,16399.0,9320.0,4631.0,0.6787,0.8324,0.1234,0.3835605580215,0.193277310924,0.0234227067485,17500.0,2013,24435.0,32784.0,Bachelor,Private nonprofit,medium,highest,high,0.7841,0.8125,0.25
5538,Other,new hope christian college-eugene,Eugene,2,3,3,2,8.0,0.1594,179.0,True,14942.0,5952.0,3521.0,1.0,0.6712,0.2346,0.3835605580215,0.193277310924,0.0234227067485,9500.0,2013,13628.0,21311.0,Bachelor,Private nonprofit,medium,highest,med,0.3636,0.4667,0.0
8931,Other,new hope christian college-honolulu,Honolulu,2,3,4,2,8.0,0.9767,126.0,True,7615.0,2911.0,3417.0,0.6787,0.4309,0.3876,0.3835605580215,0.193277310924,0.0234227067485,9500.0,2013,14601.0,18314.0,Bachelor,Private nonprofit,small,high,med,0.2414,0.85,0.8
4692,Other,new jersey city university,Jersey City,1,3,4,1,2.0,0.4129,6373.0,True,7917.0,9780.0,9101.0,0.9798,0.564,0.4109,0.292682926829,0.1748062296655,0.056397928994,13250.5,2013,10966.0,19058.0,Bachelor,Public,xl,high,high,0.3174,0.6952,0.5059
4708,Other,new jersey institute of technology,Newark,1,3,4,1,2.0,0.6547,6449.0,True,9933.0,8337.0,11262.0,0.6347,0.4698,0.184,0.292682926829,0.1748062296655,0.056397928994,16145.0,2013,17467.0,26700.0,Bachelor,Public,xl,high,high,0.5767,0.8603,0.7875
